id,name,main_artist,key,mode,time_signature,duration_ms_x,danceability,loudness,energy,instrumentalness,liveness,valence,speechiness,tempo,popularity,last_fm_playcount,last_fm_listeners
0HWqu8kIr5iitYHd62RkJH,Jwabi,Didine Canon 16,10,1,4,262000,0.729,-10.621,0.558,3.91e-06,0.274,0.579,0.119,99.982,57,655,146
06eEMrvlkBmLLaezDSDcEl,A Vava Inouva,Idir,4,0,4,266760,0.716,-19.576,0.21,0.0123,0.0837,0.432,0.0395,111.908,50,48993,11941
4Qk4c7KVRPxESJq5YWJ2qi,Zen9aoui,Didine Canon 16,4,0,4,206400,0.649,-7.172,0.69,0.0,0.151,0.5,0.112,100.018,46,0,0
5xhz6CQejKPhHPZc5Qtw2l,Yumi,Didine Canon 16,9,0,4,210000,0.771,-9.245,0.72,0.0,0.12,0.9,0.0969,157.027,45,103,23
5xxOFmeIWIYHDYvhGwsVEV,Madi,Didine Canon 16,7,0,4,258000,0.758,-13.578,0.506,0.0,0.107,0.574,0.102,103.991,43,26,10
2TbZa9VbUYfzaEd2Rz2puA,Fast Life,Didine Canon 16,11,0,4,212000,0.804,-10.145,0.511,6.57e-05,0.137,0.717,0.309,153.888,42,75,14
62XbDU9C904nhFkcjFXnEQ,Valhalla,Didine Canon 16,4,0,4,236288,0.607,-6.269,0.688,0.0,0.483,0.435,0.103,97.018,42,119,31
7i5p4uc8llwquMLS2dt1I1,2X4,Didine Canon 16,6,1,4,156000,0.894,-10.721,0.378,0.0,0.139,0.45,0.435,99.983,41,37,4
3psIwGjjnAVROqTxWJtwq7,"Akhtini, Vol. 2",Didine Canon 16,2,0,4,219374,0.87,-6.834,0.851,0.000296,0.0624,0.808,0.15,128.069,40,18,11
0DJbRxXvGgwHwQekxq8S1h,Ktab Laghram,Didine Canon 16,4,0,3,213750,0.506,-8.895,0.637,0.0,0.0731,0.494,0.134,83.511,39,59,31
2gd2frSoa6nYPaCdwIyM1K,Chitana,Didine Canon 16,6,1,4,190000,0.755,-11.126,0.766,0.0,0.0805,0.799,0.257,96.851,39,18,10
77vIER4KhZTRIUXRvHZDFX,Adrar inu - Ma montagne,Idir,7,1,3,150706,0.584,-10.9,0.496,0.00745,0.173,0.77,0.0283,151.566,39,4241,1395
1xaJjWWK77tSq60RaC56Jt,Babour Ellouh,Didine Canon 16,2,1,4,198750,0.659,-7.68,0.657,0.0,0.0941,0.203,0.046,160.024,39,53,22
7mC3Ip98Pr2qG8nbhyKQnb,Selfie Noir,Didine Canon 16,3,0,4,208000,0.821,-10.99,0.896,9.01e-06,0.109,0.632,0.0758,117.009,38,58,15
5ICcYDl09ycw4cTRpQDIFn,Koun Tameni,Didine Canon 16,5,0,4,196000,0.808,-10.878,0.489,0.0,0.0883,0.542,0.0951,128.988,38,14,6
2dnfmMMcTNgvzrX1EPd2yz,Ssendu (Voie Lactée),Idir,4,1,4,190733,0.536,-18.531,0.241,0.632,0.108,0.461,0.0297,104.992,38,5501,1721
1Vck33iJiUs7ccjGuRSRj9,Derti Rayek,Didine Canon 16,9,0,3,252666,0.472,-9.311,0.472,0.000153,0.115,0.471,0.101,134.11,38,0,0
33OwZ0XpEwN7jdVOki8x5F,Mekirida,Didine Canon 16,11,0,4,192000,0.738,-12.259,0.523,0.0,0.117,0.681,0.176,105.04,36,24,12
0N5OtDSRCjfdc5kHjtgl4S,Gambino,Didine Canon 16,9,0,4,158961,0.527,-8.082,0.553,0.0,0.0902,0.253,0.309,153.606,36,20,4
5PCgmuhUZjjjkdHkHgIxQM,Wesh Lala,Didine Canon 16,7,1,4,190000,0.798,-12.901,0.493,1.43e-06,0.142,0.623,0.241,114.012,35,18,11
1868ShjAyYJgn1PipcJbRv,Betkalam Maaki,Didine Canon 16,2,0,4,198000,0.77,-13.634,0.46,0.0,0.196,0.542,0.184,118.953,35,30,7
4srsF0mnDvQpE8gEbrnbHE,My Son,Didine Canon 16,8,1,4,177551,0.904,-11.07,0.531,0.0,0.0575,0.557,0.396,122.036,34,78,5
3JWjpPAS6GW0Xg4cw41OXR,Dark Night,Didine Canon 16,10,0,4,140751,0.81,-9.584,0.579,0.0,0.109,0.445,0.104,132.957,34,0,0
72AQCL4NYlFXD64divfJSk,Jeunes De Cité,Didine Canon 16,6,0,4,214000,0.685,-13.041,0.587,4.32e-06,0.0612,0.715,0.129,172.028,33,34,10
61k8M3aBMQkZ9jRgOrRqte,Fais Ta Vie,Didine Canon 16,8,0,4,224000,0.675,-9.987,0.564,8.72e-06,0.157,0.741,0.233,179.952,33,22,13
5j3ZDQBzgnWiIPV6OlLuz5,El Wasfa,Didine Canon 16,6,1,4,212307,0.844,-10.307,0.542,4.26e-06,0.0975,0.461,0.0527,129.969,33,0,0
7iU5FpSKjoQAB5EKtvU4UT,Pourquoi cette pluie?,Idir,2,0,4,202000,0.353,-13.686,0.261,0.0,0.126,0.462,0.0316,96.084,33,1020,330
0vcnijpAVRaJImqrVFWOfb,Zwit rwit,Idir,10,1,4,217346,0.723,-16.621,0.451,0.000372,0.109,0.802,0.0346,127.029,33,20297,7891
1pg1FFCDl0wiDM0FBV6EZM,La corrida (with Francis Cabrel),Idir,5,1,4,333200,0.569,-9.791,0.542,6.13e-06,0.137,0.537,0.036,98.987,32,1343,456
13qlPANaFALTIyiwZAtWRs,Déconnecté,Didine Canon 16,2,0,3,116000,0.652,-9.177,0.581,0.0,0.101,0.585,0.301,97.387,32,70,21
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,31,0,0
2sEcD8i6DFjBOhwORC1YjL,Lwarda Litima,Didine Canon 16,7,0,4,208000,0.772,-10.381,0.612,0.0,0.22,0.58,0.053,105.014,31,18,13
3tmUd1qpI5Ji1rs3dlGRir,Tizi ouzou - Live,Idir,4,0,4,291000,0.626,-9.019,0.805,0.455,0.949,0.578,0.0307,114.005,31,790,272
3Yk2dhk2hbKLkhYNNKysdm,One Day,Didine Canon 16,8,1,4,170861,0.707,-13.991,0.416,5.59e-06,0.0985,0.658,0.244,179.938,31,3,2
2JHc9n4Ql39DTganAlmcOj,Fais ta vie,Didine Canon 16,8,0,4,224000,0.673,-6.849,0.663,1.04e-05,0.161,0.722,0.208,179.924,30,22,13
4GxY9Vitn1ABdiCRVVHAkT,Cfiy,Idir,4,0,4,203680,0.535,-17.77,0.224,0.0862,0.171,0.256,0.0349,97.041,30,3918,1133
6yKBC3WDIOvXaNglDEFzbu,Black Magic,Didine Canon 16,2,1,4,198000,0.735,-8.072,0.887,2.4e-06,0.115,0.844,0.0653,112.996,30,65,11
7IXvybyiI1uX5CAGdzTDsc,Machafouhach Vs Fi Hwak - Master T Remix,Didine Canon 16,3,0,4,306285,0.756,-9.802,0.62,0.00396,0.055,0.634,0.0465,104.996,30,0,0
5jp70xqoBq2tiUxD3dgdLj,Tout ce temps (feat. Zaho),Idir,0,0,3,162906,0.539,-9.182,0.355,0.0,0.0987,0.57,0.0271,146.828,29,500,148
4koVlliB3Rqq87kmJEhJzo,Lettre à ma fille,Idir,7,1,3,201760,0.447,-17.005,0.252,0.00421,0.146,0.34,0.0951,87.766,29,2135,900
3E3GwJBNXDTP5B3yQFqQx3,Isefra,Idir,9,1,4,239333,0.476,-18.431,0.324,0.0808,0.13,0.569,0.0346,120.039,29,6799,2579
0IccNUATWgm5IIzvzFbGT7,La bohème (with Charles Aznavour),Idir,7,0,3,309493,0.571,-11.257,0.448,3.47e-05,0.146,0.582,0.0381,126.013,28,563,232
25d3J3Q6yBpDAs3Y7uC7da,Targit - Faisons un rêve / Scarborough Fair,Idir,1,0,3,252000,0.59,-11.158,0.334,0.0141,0.0897,0.628,0.0284,139.498,28,808,278
657UWACcIZDJgH2RfxS6lw,Muqley,Idir,0,0,4,203400,0.56,-17.131,0.258,0.158,0.118,0.747,0.0368,119.989,27,2285,887
2LftIi0sotiUVeMreZ28Pb,3:33,Didine Canon 16,11,0,4,183476,0.862,-8.335,0.667,0.000567,0.059,0.645,0.198,127.967,27,3,3
1kbgCdRRwDyzqeXY9eOQti,Mliyi - Live,Idir,2,1,4,507026,0.528,-11.414,0.47,9.15e-05,0.216,0.555,0.336,127.893,26,351,86
1oyAoj6SoSuribGdA3kDH6,Ch'hilet laayani,Kamel Messaoudi,2,0,4,471920,0.48,-5.632,0.756,0.187,0.0942,0.699,0.0421,107.891,25,227,55
605kC8iMAxzc1xI8uU84Ql,Ya Babba (feat. Wallen),Idir,6,0,4,229013,0.641,-7.991,0.56,0.029,0.0898,0.283,0.0286,115.007,24,172,75
3E01Kstf64LfAyAFkLnUOX,Anda yella (La longue attente),Idir,2,0,4,307200,0.627,-13.01,0.42,0.308,0.102,0.645,0.0332,103.034,24,1152,254
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,24,0,0
5HD2pVWlmUAeI4NG5oqTlX,Avancer (with Grand Corps Malade),Idir,10,1,4,235440,0.645,-10.036,0.657,0.000135,0.38,0.854,0.0564,91.045,24,330,161
1swIzAcBswSgU4YPTrsXwC,Ya ghorbati fi blade ennass,Kamel Messaoudi,4,0,4,453306,0.475,-8.999,0.537,0.702,0.263,0.629,0.0471,119.319,24,169,57
1X0EuYwk9yqZZ03I2VHzxp,Ayrib,Idir,2,0,4,198666,0.589,-17.629,0.394,0.0066,0.247,0.843,0.0348,120.661,23,1585,486
4HuuXGfZXGWjFWrOZwTGLu,Afous (feat. Taoues & Kore),Idir,11,0,4,173360,0.725,-6.997,0.851,0.00126,0.691,0.807,0.0569,129.999,23,161,77
0h6OsuG5zQtOUq3XmJALnc,Ageggig (La fleur),Idir,4,0,4,278333,0.56,-11.821,0.387,0.00433,0.126,0.47,0.0311,112.01,23,603,226
4FdK43pFPx9PpszVWGW9tc,Sous le ciel de Marseille (feat. Kenza Farah),Idir,1,1,4,220293,0.578,-5.618,0.745,0.0,0.587,0.665,0.0408,101.988,22,246,99
1VPjvWbiemt2Hg8jJKGVtx,La France des couleurs,Idir,10,1,4,202280,0.877,-5.962,0.852,0.187,0.503,0.941,0.109,122.982,22,2787,926
5zmK1iiVqTntywJfE6t6jb,Sans ma fille - Tbeddel axxam,Idir,6,1,3,220453,0.552,-18.275,0.168,0.0222,0.169,0.368,0.0332,130.189,22,439,213
4UxU7HUBXp5a6GgX8LIKs2,Tuyac n wanzul - Musiques du Sud,Idir,2,0,4,259133,0.755,-9.396,0.804,0.216,0.113,0.933,0.0382,97.974,22,445,214
2eBQCuWMvxBUp4zttfhW88,Les larmes de leurs pères (with Patrick Bruel),Idir,6,1,3,325280,0.585,-13.674,0.372,0.00237,0.104,0.585,0.0398,139.348,22,236,119
0mkaP5VClsBGscnGHmhmAL,Lefhama - Coke Studio Algérie,Idir,9,0,3,267133,0.417,-4.026,0.906,1.48e-06,0.346,0.651,0.0591,97.538,22,134,62
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Kamel Messaoudi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,22,0,0
3PVkwiBDHvsHLYuyKRbP8h,Awah Awah,Idir,1,1,4,206026,0.673,-16.923,0.604,8.15e-05,0.118,0.395,0.109,155.925,22,2204,912
7iXFIfUs0YdszEr8wy1xiP,Tagrawla,Idir,2,0,4,167626,0.56,-19.846,0.303,0.000172,0.16,0.635,0.0312,87.057,22,4588,1880
0AkoRCr6QTVTPaf3yKQGlv,L'hymne de nos campagnes (with Tryo),Idir,2,1,4,184613,0.577,-8.141,0.74,0.0,0.412,0.748,0.277,176.022,21,502,232
3NYSwV8N3nNkQb1upQo7f4,D'où je viens,Idir,2,0,4,247160,0.737,-5.166,0.922,0.0,0.18,0.846,0.0944,103.024,21,419,191
3dbAfpF7NjXjWexrxxqu2Z,Yelha Wurar (Air de la fête),Idir,10,0,4,236506,0.604,-7.878,0.741,0.00169,0.854,0.77,0.0429,148.039,21,667,292
3d2mSoapcRpUiGA2Tw6yde,Rah el ghali rah,Kamel Messaoudi,2,0,4,477447,0.406,-4.72,0.662,0.000832,0.123,0.418,0.0372,147.357,21,156,46
2OCZLSLw3yJD3E0kjQO2tb,Tiyri bw gaud,Idir,0,1,3,175533,0.608,-17.862,0.421,0.00975,0.106,0.921,0.0723,196.046,21,2264,835
7iq7ZznzVlrTQasaYK19VC,Azger,Idir,0,1,4,145466,0.474,-16.559,0.298,0.0263,0.113,0.619,0.0352,88.854,21,3632,1479
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,21,15,8
42sRt7r6qFx9FxiNsdf8D0,"Snitraw (Ma guitare), Vers. 1",Idir,4,0,4,197666,0.729,-11.796,0.595,0.00996,0.157,0.929,0.0487,108.103,20,161,47
3IwiEe0x03oi4oLwmCsBVj,Les matins d'hiver (with Gérard Lenorman),Idir,2,1,4,223253,0.613,-10.998,0.53,3.88e-05,0.11,0.359,0.048,132.038,20,135,78
2Ek4FHHUGTgj05YBTvtlCf,On The Road Again (with Bernard Lavilliers) - Version kabyle,Idir,11,0,4,190573,0.726,-11.333,0.464,0.0158,0.134,0.699,0.0415,120.045,20,149,76
3glktnvNRPq9awMTfPubZw,Ay Alxir Inu (Tendresse),Idir,7,1,4,205640,0.452,-13.85,0.327,0.00324,0.258,0.152,0.0332,117.117,20,547,245
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Kamel Messaoudi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,33,17
1k7cEVXagUZ59x454A4vso,Ccac l-lwiz - Joli foulard,Idir,5,1,3,178120,0.653,-9.849,0.502,0.0112,0.22,0.939,0.0347,116.005,20,310,160
272WM6GuYjol9BJk0m01nV,Tamacahut - Live,Idir,4,0,4,288826,0.537,-6.495,0.947,0.000485,0.379,0.648,0.0951,135.993,20,230,61
64J6Jw7Y2VjiP6DDzFAsi3,Ssiy tafat - Plaisir d'amour,Idir,4,1,3,206186,0.568,-11.015,0.414,0.00121,0.105,0.656,0.0276,131.967,20,319,156
4MJv78usbdsX7dx03mIPcl,Ce coeur venu d'ailleurs (feat. Noa),Idir,0,0,4,223080,0.551,-10.679,0.337,1.96e-06,0.254,0.32,0.0321,119.857,20,291,107
5Pb0LLbhC2Dr3z6KLqU5Mi,Abehri tmeddit (Le vent du soir) - Live,Idir,6,0,4,818493,0.396,-13.251,0.317,1.17e-06,0.24,0.39,0.0429,89.578,20,171,68
1t9sgQfDgdXfT0IiHRAfuH,Cteduyi,Idir,5,1,4,253240,0.629,-16.732,0.521,0.69,0.152,0.758,0.033,124.037,20,3362,1263
4TKHUV64OM18bzQSfldkhn,Né quelque part (with Maxime Le Forestier) - Version kabyle,Idir,11,0,4,234666,0.606,-9.309,0.638,0.000141,0.117,0.876,0.0594,150.032,19,311,128
3L6GfBVrWbcjyeVC69K7q2,Mliyi,Idir,9,0,4,285333,0.593,-9.476,0.816,0.395,0.276,0.936,0.0705,121.585,19,299,53
7874g33VyPFjRNximkujJB,L'mut,Idir,4,0,4,290866,0.228,-24.023,0.198,0.00164,0.376,0.35,0.0653,176.097,19,2733,1053
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Kamel Messaoudi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,19,0,0
78XD5zKMqViqEKr3923x0y,Mimmi (Mon petit),Idir,5,1,4,258360,0.621,-13.727,0.393,0.00067,0.0899,0.528,0.0419,111.988,19,565,231
1R2eWionnhplZ66VsPOnk9,Ay arrac nney,Idir,2,1,3,199733,0.511,-19.228,0.195,0.188,0.107,0.775,0.0419,145.965,19,2199,737
0uukqErxzSlxja5NDTY7zt,Trompettes...,Idir,9,0,4,182880,0.745,-6.571,0.702,0.00232,0.0637,0.961,0.0314,120.046,18,1265,514
4EiHUzwJaRJAsMsKHWqPj5,Acawi,Idir,5,1,4,202680,0.675,-16.69,0.401,0.0551,0.104,0.738,0.0424,81.965,18,3030,1280
41lmbpvUidwORohp6bhcE3,A vava inouva - Live,Idir,4,0,4,209466,0.494,-14.987,0.332,0.000658,0.812,0.482,0.0502,112.078,18,272,51
13e2mAsttoxywhA7KcgSrl,Ah ya moulay,Kamel Messaoudi,11,0,3,130120,0.362,-3.978,0.855,0.000116,0.285,0.646,0.0428,114.509,18,67,35
77kB7YuVJGqQAHVkaiDD4b,La corrida - Takurida,Idir,5,1,4,349520,0.54,-9.871,0.534,2.39e-06,0.101,0.515,0.0361,98.956,17,139,86
1WLSGEgrS56S8iE6MhCW6q,Rahou m'qadar,Kamel Messaoudi,11,0,3,338973,0.431,-4.965,0.696,5.13e-05,0.156,0.831,0.0289,139.271,17,31,16
61uEh1Yxt29kH7othFJG5D,Isefra - Live,Idir,2,1,4,336600,0.473,-9.482,0.675,0.00497,0.683,0.489,0.0409,126.929,17,139,45
7cHi3SyTaLwT7uy9KekIyk,Pourquoi cette pluie? - Live,Idir,0,0,4,298546,0.449,-16.124,0.314,0.0787,0.727,0.38,0.03,98.475,17,267,52
1SwNKlfO9tOVmByawgOUSH,W'Ibry^N,Idir,4,0,4,244466,0.529,-21.056,0.127,0.00315,0.143,0.15,0.0455,136.791,17,850,366
6YPQ2TUCBt4kjZ6nP4fpTM,Nebki ala dmoue,Kamel Messaoudi,4,0,4,553678,0.457,-12.543,0.538,0.000868,0.068,0.4,0.0412,98.066,16,47,25
7Jj3YuKUXJZJMc9LYmxZal,Soulagé,Didine Canon 16,10,1,5,248685,0.628,-9.812,0.581,0.0,0.073,0.759,0.294,180.34,16,0,0
5qYIS68PpxZ5EQKIxpKGfN,Izumal,Idir,0,1,4,227266,0.677,-18.681,0.441,0.311,0.0925,0.86,0.0355,109.011,16,2524,962
692bOPBZnHNM7Px6yUt7XZ,Cfiy - Live,Idir,4,0,4,254866,0.274,-13.836,0.375,0.000139,0.975,0.386,0.0696,180.138,16,105,41
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Kamel Messaoudi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,15,0,0
6mjmsXe7FW78H3xtfc3Wjy,El ghadara,Kamel Messaoudi,6,1,4,368638,0.716,-11.727,0.493,4.31e-05,0.114,0.54,0.0462,120.376,15,42,19
7ECBXlxMZvEdKZQMG7eijo,Ya kahlet l'ayoun,Kamel Messaoudi,4,1,3,423906,0.682,-6.682,0.78,5.2e-05,0.0903,0.912,0.0305,140.064,15,63,25
3oYFF1LcvD7WDoSHKi88uF,Lettre à ma fille (with Tanina),Idir,4,0,4,248626,0.7,-17.803,0.249,0.00158,0.105,0.339,0.171,132.035,15,190,85
1sQ0GKfX6Nhqyl79hSt1t8,Ssendu - Live,Idir,6,0,4,270320,0.369,-13.196,0.359,0.01,0.588,0.289,0.0356,97.408,15,113,42
3oIXwkfO3aPo0YOSgfnIp5,Madloum,Didine Canon 16,9,1,4,284865,0.732,-10.703,0.436,2.67e-05,0.0985,0.471,0.131,80.019,15,1,1
4dyUevmktZ8YHFsgPyVzgp,La bohème - Version kabyle,Idir,7,0,3,253240,0.574,-10.433,0.447,3.16e-05,0.161,0.645,0.0332,126.024,15,201,95
3C1lHs5jVeFhYYKRlMKK0F,Retour (feat. Sinik),Idir,7,1,4,183453,0.65,-6.235,0.707,0.00108,0.338,0.583,0.0785,90.022,14,188,66
0Th9uhdT7t9qkpO98tihVA,Sahran Elil,Didine Canon 16,3,0,4,254328,0.712,-8.102,0.61,0.0,0.161,0.503,0.102,109.95,14,0,0
2mtjVEGReJ3FcGsXWmUxE6,Jardin d'hiver (with Henri Salvador),Idir,6,0,4,172360,0.404,-16.752,0.158,0.0,0.268,0.345,0.0341,118.34,14,202,82
1TA9On4uaa6Jv7mkkzl06X,Saïd ulamara - Saïd oulamara,Idir,0,1,4,238280,0.722,-6.932,0.638,0.0257,0.286,0.911,0.038,122.986,14,327,184
5I8B3I0kiBzQlPfwHB5kCP,A Vava Inouva - Coke Studio Algérie,Idir,4,0,4,260703,0.724,-15.776,0.392,0.0668,0.0949,0.522,0.0298,109.974,14,156,42
2pZFgbI31wKDi15666OFa5,Marche sur Jérusalem (feat. Akhenaton),Idir,7,0,4,252173,0.774,-7.168,0.477,0.000334,0.0988,0.663,0.0353,131.999,14,163,43
3n2pPPd99oDS8sY6T9IH5L,Tajmilt i Ludwig - Clin d'oeil à Ludwig,Idir,0,1,4,137173,0.392,-12.773,0.423,9.45e-06,0.0992,0.385,0.166,166.124,14,250,127
2elwyziwMlNjHW0mFvpITx,Ana ouanti ya guitara,Kamel Messaoudi,8,1,4,319306,0.745,-11.773,0.582,1.02e-06,0.0753,0.779,0.0869,113.599,14,11,6
6F2SV1I8IUo3u5l56nah4L,Kheliha taamel,Kamel Messaoudi,2,1,3,380852,0.606,-7.194,0.723,0.0,0.203,0.554,0.0382,152.121,14,48,17
04Itze2vgmdpU7A5y6ckCP,Ha kanek aouane,Kamel Messaoudi,0,0,4,326373,0.54,-11.05,0.516,0.00255,0.131,0.926,0.0449,112.541,14,13,4
1XXMcOooN326GP8shbCQCS,Fat elli fat,Kamel Messaoudi,11,0,4,408760,0.455,-8.129,0.503,0.000238,0.151,0.556,0.0347,98.308,13,136,24
5WcMTDkqqrtO5EuC0yU4PA,Africa Taferka (feat. Tiken Jah Fakoly),Idir,5,1,4,220213,0.747,-7.349,0.659,0.000342,0.112,0.804,0.0761,88.008,13,151,60
0l0YiCSz4iS31953F5stBp,La corrida (with Francis Cabrel),Idir,5,1,4,333200,0.569,-9.791,0.542,6.13e-06,0.137,0.537,0.036,98.987,13,1343,456
0IWOYmWUlAuCZQjOeab0sg,Ya Babor,Didine Canon 16,4,0,4,301035,0.456,-9.065,0.67,0.0,0.252,0.821,0.339,81.806,13,1,1
2QXi2woBFREBrB6JijErKq,Alkatraz,Didine Canon 16,2,0,4,246961,0.696,-6.945,0.476,0.0,0.0914,0.366,0.0601,74.982,13,1,1
1pODNqurAQhqHNIRFQVMBo,Habit el youm,Kamel Messaoudi,11,0,3,343386,0.373,-5.396,0.824,0.000431,0.225,0.699,0.032,154.235,12,33,17
49KDBXjCMvH2zRdGGhUm7u,Elli fat mat,Kamel Messaoudi,11,0,4,344600,0.627,-12.659,0.446,1.49e-05,0.0991,0.943,0.0794,94.721,12,0,0
3PejG6KjfPZJkrYAiaSEzt,Je viens de là où l'on m'aime (feat. Féfé & Leeroy),Idir,5,0,4,237760,0.771,-6.338,0.834,0.00681,0.245,0.513,0.153,91.637,12,133,35
0zR4JXuBxrD4Am9Li5iowU,Ghwani Blani,Didine Canon 16,9,0,4,306520,0.67,-3.776,0.724,0.0,0.16,0.773,0.0508,90.006,12,0,0
2l6z48F58XJKnrXpxkklNE,Uffiy - Sept garçons,Idir,7,0,4,229613,0.372,-12.33,0.118,0.0,0.107,0.534,0.0406,102.227,12,186,109
2ygTq8kWYtMURIA3TO4IMG,Adrar (Le silence de la Montagne),Idir,5,0,4,229200,0.639,-13.085,0.455,0.0364,0.202,0.924,0.034,170.009,12,278,167
4eIstnxsd6N9Rp9mXEGQnP,Ad nu al (Nous reviendrons),Idir,0,1,5,166573,0.532,-12.602,0.42,0.000483,0.392,0.739,0.0443,147.985,12,367,195
0DZULpGFVuYemTn5lWMqp5,Assabri ya lebnia / El henna - Pot pourri,Kamel Messaoudi,2,1,3,781303,0.371,-6.028,0.543,1.63e-05,0.196,0.688,0.0362,160.247,12,8,5
7997ZSJDtrLg92AuefWj5f,Iferedj rabi,Kamel Messaoudi,6,0,4,571023,0.46,-11.326,0.497,0.00654,0.374,0.356,0.0297,105.136,12,17,9
5UnoE6Wm5ripD0Sqt6cpX3,Les larmes de leurs pères - Imettawen n imezwura,Idir,3,0,3,325613,0.564,-12.857,0.386,0.000385,0.0994,0.578,0.0398,139.219,12,139,85
05xYMiqBsSGNhj0jRPsdKu,Khalouni fi hali khalouni,Kamel Messaoudi,0,1,4,562346,0.503,-13.668,0.471,0.0155,0.19,0.788,0.0501,112.269,12,2,1
5GduU6lkc1OZhUWT73TOAn,Laboud sghir ichib,Kamel Messaoudi,5,1,4,291780,0.44,-11.858,0.421,7.39e-06,0.326,0.534,0.0473,114.435,11,33,13
3bjzVTsJsFSPOMx2ucaokO,Adrar inu - Ma montagne,Idir,7,1,3,150720,0.581,-10.981,0.485,0.00779,0.171,0.781,0.0283,151.568,11,4241,1395
42v0lhP9XlxSVlB7fVDTGX,"Mama (feat. Danielito, Guizmo & Manu)",Idir,2,1,4,293333,0.595,-8.807,0.498,2.2e-05,0.154,0.529,0.151,174.091,11,79,35
3GVC4Up7LqgPwh3htdngvB,Rayeh marhoun,Kamel Messaoudi,11,0,4,377693,0.539,-9.585,0.517,0.000159,0.124,0.297,0.0376,102.15,11,52,19
